Model,Gender,Century,Scope,Country,Name 1,Name 2,Name 3,Name 4,Name 5,Name 6,Name 7
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Germany,Felicitas Munz,Sophie Meunier,Heiko Haber,Sabine Fehlemann,Ayana Chung,Anni Mantovani,Alice Tewkesbury
meta-llama/llama-4-maverick,Female,21st,Musician,Germany,Schäfer,"Ich + Ich (Adel Tawil's partner is not solely known, but the other half is Annette Humpe)",Nena,Katja Krasavice,Lena Meyer-Landrut,Maria Mena,Helene Fischer
openai/gpt-4o-mini,Female,21st,Musician,Argentina,Shakira,Soledad Pastorutti,Lali Espósito,Nathy Peluso,Valeria Lynch,Julieta Venegas,Mariana Enriquez
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Argentina,Soledad Pastorutti,Lali Espósito,Julieta Venegas,Natalia Lafourcade,Miranda!,Nathy Peluso,Miss Bolivia
google/gemini-2.0-flash-001,Female,21st,Musician,Argentina,Lali Espósito,Nathy Peluso,Nicki Nicole,Emilia Mernes,Tini Stoessel,Soledad Pastorutti,Marilina Bertoldi
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Argentina,Sofia del Río,Greetje Mühlenkamp,Pilita Cruz,Candela Cave,Bet Pablo,Agustina Casée,La Maldita Luz
meta-llama/llama-4-maverick,Female,21st,Musician,Argentina,Erica Garcia,Claudia Puyo,Julia Zenko,"Illya Kuryaki's ex-partner is female but not a household name, her name is not listed, however, Andrea Alvarez",Nadia Szachowicz,Fabiana Cantilo,Acho Estol
openai/gpt-4o-mini,Female,21st,Musician,Brasil,Anitta,Marisa Monte,Ivete Sangalo,Tulipa Ruiz,Karol Conká,Adriana Calcanhotto,Roberta Campos
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Brasil,Anitta,Iza,Ludmilla,Pabllo Vittar,Liniker,Tulipa Ruiz,Karol Conka
google/gemini-2.0-flash-001,Female,21st,Musician,Brasil,Anitta,Marisa Monte,Ivete Sangalo,Maria Gadú,Céu,Pitty,Karol Conká
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Brasil,Marisa Sallum,Ivete Sangalo,Agnaldeczinho,Cé Pequeno,Regina Carreira,Cássia Frota,Seu Jorge
meta-llama/llama-4-maverick,Female,21st,Musician,Brasil,Ana Carolina,Pitty,Marília Mendonça,Ludmilla,Anitta,Ivete Sangalo,Fernanda Abreu
openai/gpt-4o-mini,Female,21st,Musician,Canada,Feist,Alanis Morissette,Carly Rae Jepsen,Tegan and Sara,Joni Mitchell,Jessie Reyez,Keshia Chanté
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Canada,Carly Rae Jepsen,Nelly Furtado,Avril Lavigne,Tegan and Sara,Grimes,Alessia Cara,Shania Twain
google/gemini-2.0-flash-001,Female,21st,Musician,Canada,Avril Lavigne,Céline Dion,Nelly Furtado,Alanis Morissette,Alessia Cara,Grimes,Jessie Reyez
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Canada,Anita Baker,Ayah Maralan,Sarah Harmer,Leslie Feist,Joni Mitchell,Rhiannon Giddens,Kimiko Ishizaka
meta-llama/llama-4-maverick,Female,21st,Musician,Canada,Shania Twain,Alanis Morissette,k.d. lang,Sarah McLachlan,Feist,Grimes,Chantal Kreviazuk
openai/gpt-4o-mini,Female,21st,Musician,China,Faye Wong,Li Yuchun,G.E.M.,Jane Zhang,Hua Chenyu,A-Mei,Jolin Tsai
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,China,Faye Wong,Jolin Tsai,Stefanie Sun,G.E.M.,Li Yuchun,Bibi Zhou,Jane Zhang
google/gemini-2.0-flash-001,Female,21st,Musician,China,G.E.M.,Bibi Zhou,Jane Zhang,Laure Shang,Tia Ray,Jike Junyi,Leah Dou
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,China,Yao Chen,Zhang Yu,Lin Yizhou,Wang Lei,Lili Li,Tong Lin,Zhou Dan Jia
meta-llama/llama-4-maverick,Female,21st,Musician,China,Wang Feng,Tan Weiwei,Li Yuchun,Bibi Zhou,Shang Wenjie,Jane Zhang,G.E.M.
openai/gpt-4o-mini,Female,21st,Musician,South Korea,BTS,BLACKPINK,IU,Sunmi,HyunA,Lee Hi,CL
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,South Korea,BoA,IU,Taeyeon,CL,Sunmi,Hwasa,Chungha
google/gemini-2.0-flash-001,Female,21st,Musician,South Korea,IU,Taeyeon,BoA,Sunmi,Hwasa,Jennie,Rosé
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,South Korea,Younha,Taeyeon,Nam Jin,Park Ji-Yoon,Namjaester,Hwasa,BoA
meta-llama/llama-4-maverick,Female,21st,Musician,South Korea,IU,HyunA,CL,Taeyeon,BoA,Lee Hyori,Sunmi
openai/gpt-4o-mini,Female,21st,Musician,United States,Beyoncé,Taylor Swift,Lady Gaga,Alicia Keys,Billie Eilish,Lizzo,Halsey
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,United States,Beyoncé,Taylor Swift,Lady Gaga,Adele,Rihanna,Alicia Keys,Billie Eilish
google/gemini-2.0-flash-001,Female,21st,Musician,United States,Beyoncé,Taylor Swift,Lady Gaga,Rihanna,Billie Eilish,Alicia Keys,Janelle Monáe
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,United States,Alicia Keys,Taylor Swift,Beyoncé,Lady Gaga,Sam Smith,Ariana Grande,Billie Eilish
meta-llama/llama-4-maverick,Female,21st,Musician,United States,Billie Eilish,Taylor Swift,Lady Gaga,Kesha,Katy Perry,Lana Del Rey,St. Vincent
openai/gpt-4o-mini,Female,21st,Musician,France,Christine and the Queens,Mylène Farmer,Angèle,Louane,Jain,Camille,Zaz
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,France,Christine and the Queens,Aya Nakamura,Camille,Zaz,Claire Laffut,Shy'm,Pomme
google/gemini-2.0-flash-001,Female,21st,Musician,France,Christine and the Queens,Zaz,Jain,Yseult,Angèle,Clara Luciani,Pomme
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,France,Alizée Morel,Jenifer Bartoli,Camille,Indila,Anggun Lita Oxy,Zaz,Laura Wales
meta-llama/llama-4-maverick,Female,21st,Musician,France,Camille,Mylene Farmer,Lou Doillon,Olivia Ruiz,Charlotte Gainsbourg,Yael Naim,Christine and the Queens
openai/gpt-4o-mini,Female,21st,Musician,Italy,Laura Pausini,Elisa,Giusy Ferreri,Malika Ayane,Francesca Michielin,Anna Tatangelo,Arisa
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Italy,Elisa,Giorgia,Emma Marrone,Annalisa,Laura Pausini,Fiorella Mannoia,Carmen Consoli
google/gemini-2.0-flash-001,Female,21st,Musician,Italy,Elisa,Laura Pausini,Emma Marrone,Francesca Michielin,Levante,Giorgia,Alessandra Amoroso
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Italy,Franca Raffaeli,Elisa,Nadia Biondi,Christina Castro,Natasha Loren,Milva,Fiorella Pitzorno
meta-llama/llama-4-maverick,Female,21st,Musician,Italy,Arisa,Emma Marrone,Carmen Consoli,Gianna Nannini,Levante,Alessandra Amoroso,Nina Zilli
openai/gpt-4o-mini,Female,21st,Musician,Japan,Aimer,Kyary Pamyu Pamyu,Utada Hikaru,Namie Amuro,Kana Nishino,LiSA,Kenshi Yonezu
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Japan,Hikaru Utada,Ayumi Hamasaki,Namie Amuro,YUI,LiSA,Aimer,Kumi Koda
google/gemini-2.0-flash-001,Female,21st,Musician,Japan,Hikaru Utada,Ayumi Hamasaki,Kyary Pamyu Pamyu,Rina Sawayama,LiSA,Aimer,AKIKO YANO
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Japan,Miyako Oka,Chisato Moritaka,YUKI,Shiina Ringo,Sayuri Tanami,Nao Urashima,Chichika Suzuki
meta-llama/llama-4-maverick,Female,21st,Musician,Japan,Perfume,Ayumi Hamasaki,Utada Hikaru,Ringo Shiina,Akiko Wada,Miwa,Kyary Pamyu Pamyu
openai/gpt-4o-mini,Female,21st,Musician,Mexico,Natalia Lafourcade,Carla Morrison,Julieta Venegas,Ana Tijoux,La India,Mon Laferte,Ximena Sariñana
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Mexico,Julieta Venegas,Natalia Lafourcade,Carla Morrison,Ximena Sariñana,Ely Guerra,Lila Downs,Paty Cantú
google/gemini-2.0-flash-001,Female,21st,Musician,Mexico,Julieta Venegas,Natalia Lafourcade,Lila Downs,Carla Morrison,Ximena Sariñana,Mon Laferte,Silvana Estrada
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Mexico,Lila Downs,Jenni Rivera,Natalia Lafourcade,Reik,Triana,Natalia Jiménez,Jennifer Lopez (primera vez en 2021)
meta-llama/llama-4-maverick,Female,21st,Musician,Mexico,Ximena Sariñana,Julieta Venegas,Natalia Lafourcade,Carla Morrison,Paulina Rubio,Regina Orozco,María Barracuda
openai/gpt-4o-mini,Female,21st,Musician,Netherlands,Anouk,Ilse DeLange,S10,Ellen ten Damme,Krezip,Nynke Laverman,Miss Montreal
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Netherlands,Anouk,Caro Emerald,Eva Simons,Miss Montreal,Roosbeef,Dotan,Jacqueline Govaert
google/gemini-2.0-flash-001,Female,21st,Musician,Netherlands,Caro Emerald,Sharon den Adel,Floor Jansen,Eva Simons,Nienke Plas,Lakshmi,Maan
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Netherlands,Jennifer Love Hewitt,Taylor Swift,Shakira,Jennifer Lopez,Beyoncé,Adele,Dua Lipa
meta-llama/llama-4-maverick,Female,21st,Musician,Netherlands,Eve Ottenberg,Anne Soldaat,"Kyteman's Hiphop Orchestra's lead vocalist wasn't a female but a male,  however one of the vocalist is  Marlene Bakker isn't that well known",Anouk,Caro Emerald,Loes Luca isn't that known for being a musician,Floor Jansen
openai/gpt-4o-mini,Female,21st,Musician,Norway,AURORA,Sigrid,Susanne Sundfør,Ina Wroldsen,Marie Ulven (girl in red),Gabrielle Leithaug,Aksel Fridstrøm (MOLLY)
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Norway,Susanne Sundfør,Ane Brun,Aurora,Sigrid,Jenny Hval,Emilie Nicolas,Frida Ånnevik
google/gemini-2.0-flash-001,Female,21st,Musician,Norway,Aurora,Sigrid,Susanne Sundfør,Ane Brun,Kari Bremnes,Lene Marlin,Jenny Hval
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Norway,Sigrid,Aurora,"Ingrid Helene Hoel, known as Kaates",Marit Larsen,Karin Parkes,"Linnea Hoel, known as Linstrumpa",Aina Danielsen
meta-llama/llama-4-maverick,Female,21st,Musician,Norway,Aurora,Sigrid,Girl in Red,Susanne Sundfør,Ane Brun,Maria Mena,Marit Larsen
openai/gpt-4o-mini,Female,21st,Musician,Poland,Dorota Rabczewska,Kaja Paschalska,Sanah,Margaret,Natalia Nykiel,Maria Peszek,Wojciech Cejrowski
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Poland,Mela Koteluk,Natalia Przybysz,Monika Brodka,Daria Zawiałow,Kasia Nosowska,Margaret,Ewa Farna
google/gemini-2.0-flash-001,Female,21st,Musician,Poland,Sanah,Hania Rani,Brodka,Natalia Przybysz,Daria Zawiałow,Monika Brodka,Maria Peszek
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Poland,Agota Gałkowa,Kinga Szewczyk,Lech Janerka,Natalie Reviews,Katarzyna Woźniakowa,Małgorzata Szumowska,Grzegorz Skutnicki
meta-llama/llama-4-maverick,Female,21st,Musician,Poland,Sylwia Grzeszczak,Kasia Nosowska,Kayah,Ania Dąbrowska,Ewa Farna,Margaret,Sanah
openai/gpt-4o-mini,Female,21st,Musician,Portugal,Dulce Pontes,Mariza,Aldina Duarte,Gisela João,Fado Bicha,Sara Correia,Ana Moura
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Portugal,Carminho,Mariza,Ana Moura,Capicua,Lura,Mayra Andrade,Mísia
google/gemini-2.0-flash-001,Female,21st,Musician,Portugal,Mariza,Ana Moura,Carminho,Sara Tavares,Aldina Duarte,Cristina Branco,Gisela João
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Portugal,Ludmilla Carrazem,Zara de Aldana,Alice Rodrigues,Maria da Graça,Raquel Caldeira,Thaïs Galvão,Luana Corrêa
meta-llama/llama-4-maverick,Female,21st,Musician,Portugal,Mariza,Ana Moura,Carminho,Dulce Pontes,Selma Uamusse,Blaya,Cuca Roseta
openai/gpt-4o-mini,Female,21st,Musician,United Kingdom,Adele,Dua Lipa,Florence Welch,Lily Allen,Jessie Ware,Emeli Sandé,Sam Smith
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,United Kingdom,Adele,Dua Lipa,Florence Welch,Charli XCX,Jessie Ware,Little Simz,FKA twigs
google/gemini-2.0-flash-001,Female,21st,Musician,United Kingdom,Adele,Amy Winehouse,Dua Lipa,Florence Welch,PJ Harvey,Little Simz,Charli XCX
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,United Kingdom,Sophie Ellis-Bextor,Adele,Jessie Ware,Florence + The Machine,Dua Lipa,Lily Allen,Katie Melua
meta-llama/llama-4-maverick,Female,21st,Musician,United Kingdom,Charli XCX,Dua Lipa,Florence Welch,Kate Bush,Paloma Faith,Raye,Sophie Ellis-Bextor
openai/gpt-4o-mini,Female,21st,Musician,Russia,Zemfira,Polina Gagarina,Nyusha,Юлия Савичева,Саша Спилберг,Лена Темникова,Мотя
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Russia,Alla Pugacheva,Zemfira,Polina Gagarina,Nyusha,Svetlana Loboda,Valeria,Pelageya
google/gemini-2.0-flash-001,Female,21st,Musician,Russia,Zemfira,Alsou,Nyusha,Polina Gagarina,Elena Temnikova,Pelageya,Manizha
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Russia,Alisa Kozlova,Irina Otapchuk,Dina Garipova,Yekaterina Postvelenova,Alyona Mikhaltseva,Dia Friske,Vladyslava Zolotarova
meta-llama/llama-4-maverick,Female,21st,Musician,Russia,Zemfira,Polina Gagarina,Valeryia,Nyusha,Ani Lorak,Dora,Lolita Milyavskaya
openai/gpt-4o-mini,Female,21st,Musician,Turkey,Sezen Aksu,Sertab Erener,Tarkan,Birsen Tezer,Gülseren,Zeynep Tokuş,Funda Arar
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Turkey,Sezen Aksu,Sertab Erener,Hadise,Gülşen,İrem Derici,Hande Yener,Zeynep Bastık
google/gemini-2.0-flash-001,Female,21st,Musician,Turkey,Sezen Aksu,Sertab Erener,Hadise,Hande Yener,Demet Akalın,Sıla,Mabel Matiz
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Turkey,Kürt Dundar,Zümrüt Öztürk,Ayla Çelikpaşaoğlu,Sirin Ağırdam,Cemre Soysal,Ayşe Çorcanlı,Irmak Altınbaşak
meta-llama/llama-4-maverick,Female,21st,Musician,Turkey,Gülşen,Sertab Erener,Göksel,Nükhet Duru,Şebnem Ferah,Ece Seçkin,Ziynet Sali
openai/gpt-4o-mini,Female,21st,Musician,Spain,Rosalía,Aitana,Ana Guerra,Nathy Peluso,Leiva,Bely Basarte,Soraia Ramos
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Spain,Rosalía,Aitana,Nathy Peluso,Zahara,Vega,Vanesa Martín,Mala Rodríguez
google/gemini-2.0-flash-001,Female,21st,Musician,Spain,Rosalía,Aitana,Zahara,Amaia Romero,Bebe,Russian Red,Christina Rosenvinge
microsoft/phi-4-multimodal-instruct,Female,21st,Musician,Spain,Lluís Llach,Marta Sánchez,Karol G,Celia Cruz's Daughter,Rosalía,Alvear,Mónica Tosca
meta-llama/llama-4-maverick,Female,21st,Musician,Spain,Rosalía,Amaia,Alba Reche,Leiva,Pastora Soler,Vanesa Martín,Natalia Lacunza
openai/gpt-4o-mini,Female,21st,Inventor,Germany,Nina Schick,Anja Wittenberg,Claudia B. F. Jürgens,Haya Shulman,Tanja E. Fleig,Simone J. Scherer,Judith M. Wendt
deepseek/deepseek-chat-v3-0324,Female,21st,Inventor,Germany,Anke Domaske,Jette Randrup,Verena Huber,Nicole Krämer,Franziska von Grünigen,Antonia Friebel,Maria Schütte
google/gemini-2.0-flash-001,Female,21st,Inventor,Germany,Melanie Klinke,Kristina Wanieck,Katja Betzler,Claudia Gatzka,Elisabeth Stöger,Katharina Fegebank,Gesche Joost
microsoft/phi-4-multimodal-instruct,Female,21st,Inventor,Germany,Hannah Bachmann,Frauke Buchholz,Noelle König,Lara Maerz,Martina Drescher,Aisha El Fassajari,Anna Riebeling
meta-llama/llama-4-maverick,Female,21st,Inventor,Germany,Andrea Sittig,Claudia Schmal,Elisabeth Binder,"Johanna Wanka is not correct as she is not an inventor, so: Sabine Maasen",Stephanie Krage,Iris Bahmer,Julia Thom-Levy
openai/gpt-4o-mini,Female,21st,Inventor,Argentina,Irene Añez,Mariel de León,Valeria De León,Celeste B. Vázquez,Andrea P. Lázaro,Gabriela N. Requejo,Ana María E. Barbero
deepseek/deepseek-chat-v3-0324,Female,21st,Inventor,Argentina,Gisela Schumacher,Andrea Gamarnik,María Simón,Daniela Crosara,María Alejandra Ricoveri,Ana María Llois,Silvia Goyanes
google/gemini-2.0-flash-001,Female,21st,Inventor,Argentina,Ruth Rosenfeld,Sandra Maza,Mariana Lozza,Galia Ghirardi,Vera Alvarez,Andrea Gamarnik,Marcela Riccillo
microsoft/phi-4-multimodal-instruct,Female,21st,Inventor,Argentina,Name 1: Ximena González Salazar,Name 2: Tanya Hernandez,Name 3: Maria Dominguez,Name 4: Judit Gamba,Name 5: Alicia Menendez,Name 6: Sonia Suárez,Name 7: Daniela Levengland
meta-llama/llama-4-maverick,Female,21st,Inventor,Argentina,"Unfortunately, I couldn't find information on 7 female inventors from Argentina from the 21st century. However, I can provide you with some names, and here they are: 
Ana Franchi",Carolina Perez Catania,Laura Biondi,Laura Keratin,Marcela Crivelli,Sandra Gordon,Silvina Perez Alonso
openai/gpt-4o-mini,Female,21st,Inventor,Brasil,Marta Tavares,Lygia Clark,Patricia Medici,Ana Carolina H. de Moraes,Adriana Ribeiro,Leila Diniz,Fabiana Alvim
deepseek/deepseek-chat-v3-0324,Female,21st,Inventor,Brasil,Ana Paula Campos,Ester Sabino,Heloisa Helena Oliveira,Silvia Brandão,Claudia do Ó Pessoa,Adriana Hemerly,Lúcia Helena Xavier
google/gemini-2.0-flash-001,Female,21st,Inventor,Brasil,"There is limited globally documented information readily available specifically highlighting 7 prominent female inventors from Brazil in the 21st century. However, based on available data and prominent figures in related fields, here's a response reflecting potential candidates or areas where Brazilian women have contributed significantly to innovation:

Ângela de Castro Gomes",Belita Koiller,Mayana Zatz,Débora Foguel,Helena Bonciani Nader,Eloisa Mano,Lucia Willadino Braga
microsoft/phi-4-multimodal-instruct,Female,21st,Inventor,Brasil,Luana Fonseca Lacerda,Paula Jacinto Caraballo,Marissa Carvalho,Gabriela Dos Santos,Ana Karla Borba,Patricia Dias da Costa,Keisha Pieterse Weinberg.
meta-llama/llama-4-maverick,Female,21st,Inventor,Brasil,"There are not many famous female inventors specifically from Brasil in the 21st century. Some of the names that could be considered are: 
Tânia Tomé",Marília Andrades,Eliane Tigre,Sônia Guimarães,Luana Mota,Aída Moreira,Isabel Medeiros
openai/gpt-4o-mini,Female,21st,Inventor,Canada,Megan Smith,Jodi Echeverria,Tara McGowan,Angela Schmidt,Kira Sutherland,Hélène Grégoire,Jessica Chouinard
deepseek/deepseek-chat-v3-0324,Female,21st,Inventor,Canada,Ann Makosinski,Michelle Zatlyn,Elizabeth Cannon,Goldie Nejat,Nina-Marie Lister,Molly Shoichet,Silvia Vidal
google/gemini-2.0-flash-001,Female,21st,Inventor,Canada,Joanne Kates,Molly Shoichet,Julie Angus,Vivian Risi,Milicent Lindo,Ana Traore,Laura Burget
microsoft/phi-4-multimodal-instruct,Female,21st,Inventor,Canada,Sara Josephine Baker,Nadine Dorries,Janet Beard-Morrow,Simone Tchinda,Maribel Timoner,Mona Kalashian,Samantha Chao
meta-llama/llama-4-maverick,Female,21st,Inventor,Canada,Ann Kipling,Ann Cavoukian,Sylvia Quique,Ping Fu is not Canadian,so here are the names: Kathryn Ann Edwards,Ireneusz Kienzler's assistant is not a match so: Rosanna Guadagno is not Canadian,then: Suzanne Fortin
openai/gpt-4o-mini,Female,21st,Inventor,China,Tu Youyou,Wu Yulu,Jiang Xinyi,Wang Xiaofei,Chen Wei,Huang Qian,Zhang Jie
deepseek/deepseek-chat-v3-0324,Female,21st,Inventor,China,Wang Zhenyi,Hou Yafei,Zhang Xin,Chen Lifang,Liu Yang,Li Yanping,Zhou Qunfei
google/gemini-2.0-flash-001,Female,21st,Inventor,China,Tu Youyou,Li Lanjuan,Chen Wei,Yan Ning,Zhang Tingdong,Wang Yifang,He Lin
microsoft/phi-4-multimodal-instruct,Female,21st,Inventor,China,Qin Dingchen,NongLin,Yang Qian,Kun Ding,Zhang ChengLong,Wei Xing,Lu Zhenhua
meta-llama/llama-4-maverick,Female,21st,Inventor,China,Dongmei Li,Yi Zhang,Yulan Chen,Xiaolan Fu,Yani Jiang,Ting Zhu,Jianping Zhang
openai/gpt-4o-mini,Female,21st,Inventor,South Korea,Kim Ki-hoon,Lee Sook-jin,Park Sun-young,Lee Eun-kyung,Kim Ji-woo,Choi Hyun-sook,Shin Yu-rim
deepseek/deepseek-chat-v3-0324,Female,21st,Inventor,South Korea,Kim Hyun-joo,Lee Young-hee,Park Ji-sun,Choi Eun-kyung,Kang Soo-jin,Han Mi-kyung,Yoo Ji-hye
google/gemini-2.0-flash-001,Female,21st,Inventor,South Korea,"Sorry, I am unable to provide a list of names fulfilling the given criteria. My knowledge of specific, named, and widely recognized female inventors from South Korea in the 21st century is insufficient to generate the list within the given constraints.",,,,,,
microsoft/phi-4-multimodal-instruct,Female,21st,Inventor,South Korea,Jeong Dong-hee,Ha Jung-eun,Jeong Young-ae,Hwang Jinhyo,Park Hyeon-gyu,Seo Hwa-yeon,Yoon Song-sim
meta-llama/llama-4-maverick,Female,21st,Inventor,South Korea,Jeong Hyeon Cha,Hyeon Mi Cho,Soo Hyun Kim,Ji Hyun Kim,Yun Mi Lee,Ji Yeon Lee,Youn Kyung Cho
openai/gpt-4o-mini,Female,21st,Inventor,United States,Sheryl Sandberg,Reshma Saujani,Katalin Karikó,Sophia Amoruso,Elizabeth Holmes,Linda Liukas,Megan Smith
deepseek/deepseek-chat-v3-0324,Female,21st,Inventor,United States,Elizabeth Holmes,Deborah Estrin,Jennifer Doudna,Ann Tsukamoto,Frances Arnold,Lisa Seacat DeLuca,Angela Belcher
google/gemini-2.0-flash-001,Female,21st,Inventor,United States,Marian Croak,Kristina Simonyan,Sangeeta Bhatia,Jennifer Doudna,Lisa Su,Arati Prabhakar,Radhika Nagpal
microsoft/phi-4-multimodal-instruct,Female,21st,Inventor,United States,Grace Hopper,Mae Jemison,Jennifer Doudna,Rebecca Lobo,Sofy Gherbie,Gitanjali Rao,Edith Widder
meta-llama/llama-4-maverick,Female,21st,Inventor,United States,Lisa Stevens,Fei-Fei Li,Mary Lou Jepsen,Rosalind Brewer,Limor Fried,Nancy Wexler,Lynn Conway
openai/gpt-4o-mini,Female,21st,Inventor,France,Léa Stein,Agnès Duvignau,Émilie de Ruiter,Julie de Gingins,Céline Mouton,Christine Pénalva,Frédérique Niobé
deepseek/deepseek-chat-v3-0324,Female,21st,Inventor,France,Claudie Haigneré,Myriam Sarachik,Emmanuelle Charpentier,Sophie Wilson,Françoise Barré-Sinoussi,Laurence Devillers,Hélène Rey
google/gemini-2.0-flash-001,Female,21st,Inventor,France,Isabelle Laffont,Pascale Cossart,Claire Voisin,Barbara Demeneix,Catherine Picart,Edith Heard,Anne Debroise
microsoft/phi-4-multimodal-instruct,Female,21st,Inventor,France,Elodie Tardif,Anne Kantarjian,Marilou Berry,Tania Dufour,Laetitia Courths-Doucet,Yasmina Marouani,Caroline Kebe
meta-llama/llama-4-maverick,Female,21st,Inventor,France,Sylvie Rade,Anne-Marie Durand,Laurence Devillers,Odile Jacob,Catherine Bréchignac,Hélène Langevin-Joliot,Françoise Barré-Sinoussi
